TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.groovy.util.concurrent.concurrentlinkedhashmap.ConcurrentLinkedHashMap,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,305,0.3,3,54,200,375545,1582267762482,0.4534412955465587,11111111111111111111111110000011111000000101111111111110011110111000000000000000000000000000000000000000001011110000001111111000111111111111111111011111111000010001111100000000101100000000000000111111110110001101111111111000000000000001100000000000000000000000000000000000000000000000000000000000000000000001111111100000011111111111111111111111111111111111111111111111101111111000111000000111000000010000011100000011000100001111111111000000001111111000000000000000000000000010000111111111000000,0.40217391304347827,110111111111111000000001000110110110011000001010000011010010001111101000100111100011111111111111001111100100000111010100011100000001100110111110000001000100000000000000000000000000000000000000000000000000000010000000000010111110100000111011111100000000000001000011111111111111,1.0,11111,5,3,0,0,0.48743718592964824,111111111111111111111111100000000000000111111110000000111110000000000000000000000000000000000000000000000000111111111111111111111101111111111111111111110011111111111111111000000000011110111111111100100000000001111110111111111111110000000000111111011101000010111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111100010000000000000000000000001000001100000111111011111111111111111111000000000000111111111111111111110111111111100000000000000011000000111111111111101110000111111111111111111111111111111111111111111111111111111,0.031746031746031744,000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000010,0.3515625,00000010111110000010100000000000000000100100000000000100111111111110111111100001100000000010000000111110000100000001000111111000,0.328125,00000000111110000000100000000000000000100100000000000100111111111110111111100001100000000010000000111110000000000001000111111000,0.38768115942028986,111100000111101000101001010001000101011001100110011001101011101000100110000101100011111111111111001111100100000111011000101100000001100101111110000001000000000000000000000000000000000000000000000000000000000010000000000010111110100000101111111100000000000010000011111111111111
